postal_code,city,state,Fri_p0.95,Mon_p0.95,Sat_p0.95,Sun_p0.95,Thu_p0.95,Tue_p0.95,Wed_p0.95,Total P95
33132,Orlando,FL,,,,,,,,
V5Y 1B1,Vancouver,BC,10.0,8.3,10.0,10.0,10.0,10.0,10.0,10.0
V3T 1V6,Surrey,BC,10.0,0.0,10.0,11.0,10.0,10.0,10.0,11.0
V6R 2G5,Vancouver,BC,17.0,10.0,17.0,17.0,17.0,17.0,17.0,17.0
V6X 3L9,Richmond,BC,9.0,9.0,,,9.0,9.0,9.0,9.0
V6X 3A4,Richmond,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V7P 2V8,North Vancouver,BC,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
02144,Boston,MA,,,,,,,,
V5W 1G2,Vancouver,BC,,,,,,,,
30021,Tucker,GA,9.0,9.0,9.0,,9.0,9.0,9.0,9.0
V3M 6H9,Delta,BC,8.0,8.0,,,8.0,8.0,8.0,8.0
V5K 3R1,Vancouver,BC,11.0,,12.0,,11.0,11.0,11.0,12.0
V6Z 2A5,Vancouver,BC,9.0,9.0,,,9.0,9.0,9.0,9.0
97219,PORTLAND,OR,9.0,,,,9.0,9.0,9.0,9.0
V6B 5A6,Vancouver,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02190,Weymouth,MA,12.0,11.3,12.0,16.0,12.0,12.0,12.0,12.0
43162,West Jefferson,OH,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
78721,Austin,TX,17.0,12.0,17.0,18.0,17.0,13.0,17.0,16.0
78751,Austin,TX,14.0,12.0,12.0,14.0,14.0,14.0,15.0,13.0
V5E 1C5,Burnaby,BC,16.0,16.3,16.0,16.0,16.0,16.0,16.0,16.0
V5E 2V1,Burnaby,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V5G 1G4,Burnaby,BC,17.0,11.3,17.0,12.0,17.0,11.3,17.0,17.0
V5T 3G4,Vancouver,BC,11.3,11.3,10.0,10.0,11.3,11.3,11.3,11.3
V6C 2T6,Vancouver,BC,10.3,10.3,11.3,11.3,10.3,10.3,10.3,11.3
V6P 4Z4,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V5T 1B6,Vancouver,BC,11.0,8.0,11.0,,11.0,11.0,11.0,11.0
V5T 3H9,Vancouver,BC,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
V5Z 2T9,Vancouver,BC,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
V3T 5C5,Surrey,BC,6.3,6.3,6.3,8.0,6.3,6.3,6.3,8.0
V3W 3M8,Surrey,BC,11.3,11.3,11.3,11.3,11.3,9.0,11.3,11.3
V5X 2W6,Vancouver,BC,,,,,,,,
V6Z 2A1,Vancouver,BC,11.0,11.0,11.0,13.0,11.0,11.0,11.0,13.0
V3T 3C4,Surrey,BC,10.0,,10.0,10.0,10.0,10.0,10.0,10.0
V5H 4T6,Burnaby,BC,5.3,5.3,6.0,7.0,5.3,5.3,5.3,7.0
V3C,Coquitlam,BC,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
V5X 2S4,Vancouver,BC,8.0,8.0,10.0,0.0,8.0,8.0,8.0,10.0
V3R 1W8,Surrey,BC,13.0,13.0,13.0,13.0,13.0,,13.0,13.0
V4K 5B6,Delta,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6B 0G1,Vancouver,BC,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
V3N 1B4,Burnaby,BC,16.0,16.0,15.0,12.0,16.0,16.0,16.0,16.0
02171,Boston,MA,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
V5N 2N6,Vancouver,BC,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0
V6R 4K5,Vancouver,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6B 1L2,Vancouver,BC,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
V3H 5K7,Port Moody,BC,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0
V5C 5B7,Burnaby,BC,5.3,5.3,,,5.3,5.3,5.3,5.3
V5N 5A1,Vancouver,BC,14.3,14.3,14.3,14.3,14.3,14.3,9.0,14.3
V3C 3L2,Coquitlam,BC,9.0,9.0,9.0,,9.0,9.0,9.0,9.0
V3M 4K4,New Westminster,BC,,,,,,,,
V5N 4B5,Vancouver,BC,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
V5N 5E4,Vancouver,BC,11.3,0.0,11.3,11.3,11.3,10.0,11.3,11.3
V5R 6B8,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6K 1N8,Vancouver,BC,11.3,11.3,11.3,12.0,11.3,11.3,11.3,11.3
V6X 2C7,Richmond,BC,16.0,16.0,11.3,11.3,16.0,16.0,16.0,16.0
V6Y 2B8,Richmond,BC,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
V3V 4B7,Surrey,BC,11.0,11.0,14.0,14.0,11.0,11.0,11.0,14.0
V4C 6P6,North Delta,BC,10.0,,10.0,,10.0,10.0,10.0,10.0
V5V 3N3,Vancouver,BC,10.0,0.0,10.0,,10.0,10.0,10.0,10.0
02139,Lincoln,MA,,,,,,,,
V6Y 1K3,Richmond,BC,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
V7E 2K5,Richmond,BC,11.3,,11.0,11.0,11.3,,11.3,11.3
V7E 4J2,Richmond,BC,,,12.0,12.0,,,,12.0
V7H 1T9,North Vancouver,BC,,,,,,,,
02466,Brookline,MA,8.0,13.0,12.0,,15.0,11.0,8.0,15.0
78613,Cedar Park,TX,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
V3L 1A7,New Westminster,BC,11.0,10.0,11.3,11.3,10.0,10.0,10.0,11.3
V7T 2X4,West Vancouver,BC,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
V7X 1S8,Vancouver,BC,8.0,8.0,,,8.0,8.0,8.0,8.0
78620,Drippings Springs,TX,5.3,5.3,8.0,12.0,5.3,5.3,5.3,12.0
V3H 4Z4,Anmore,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V5C 0C2,Vancouver,BC,17.0,,17.0,17.0,17.0,17.0,17.0,17.0
V5T 1X5,Vancouver,BC,14.0,16.0,14.0,14.0,16.0,16.0,16.0,16.0
30328,Dunwoody,GA,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0
V3M 0C5,New Westminster,BC,11.0,11.0,15.0,15.0,11.0,11.0,11.0,15.0
V5H 2Y4,Burnaby,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6X 4J8,Richmond,BC,12.0,8.0,12.0,12.0,12.0,12.0,12.0,12.0
43146,Commercial Point,OH,15.0,15.0,11.0,13.0,15.0,15.0,15.0,15.0
V6C 1J9,Vancouver,BC,6.0,0.0,8.0,,6.3,6.0,6.0,8.0
V6M 3C5,Vancouver,BC,,,,,,,,
V6A 2E4,Vancouver,BC,8.3,8.3,10.0,,8.3,8.3,8.3,10.0
V6N 3W1,Vancouver,BC,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
V6E 3Z6,Vancouver,BC,,,,,,,,
V6A 0H1,Vancouver,BC,8.0,8.0,,9.3,8.0,8.0,8.0,9.3
V7P 2K3,North Vancouver,BC,10.0,10.0,9.3,11.0,10.0,10.0,10.0,11.0
V6C 3J1,Vancouver,BC,,,,,,,,
V6J 4T3,Vancouver,BC,7.0,7.0,8.0,,7.0,7.0,7.0,8.0
30346,ATLANTA,GA,11.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0
30363,Atlanta,GA,13.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
43136,Lithopolis,OH,16.0,10.3,14.0,14.0,16.0,16.0,16.0,16.0
98611,Castle Rock,WA,8.3,8.3,11.0,,8.3,8.3,8.3,11.0
V6B 5L7,Vancouver,BC,11.0,10.0,11.0,12.0,11.0,11.0,11.0,11.0
V6G 2W9,Vancouver,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V6H 3R9,Vancouver,BC,11.0,10.3,11.0,11.3,11.0,10.3,11.0,11.0
V5R 5M2,Vancouver,BC,13.0,14.0,12.0,12.0,14.0,13.0,14.0,14.0
V6P 4A9,Vancouver,BC,16.0,16.0,16.0,11.3,16.0,16.0,16.0,16.0
V4M 0B3,New Westminster,BC,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
97003,Hillsboro,OR,11.0,11.0,11.0,11.0,11.0,16.0,11.0,16.0
V3W 3B1,Surrey,BC,9.0,9.0,,,9.0,9.0,9.0,9.0
V5H 4T2,Burnaby,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6T 0C7,Vancouver,BC,11.3,11.0,11.0,11.0,11.0,11.0,11.0,11.3
V6Z 2X7,Vancouver,BC,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0
V6J 3Z3,Vancouver,BC,7.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0
V6S 2B9,Vancouver,BC,8.0,0.0,9.0,9.0,8.0,8.0,8.0,9.0
V5B 0A7,Burnaby,BC,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0
V4A 9E3,Surrey,BC,8.3,8.3,10.0,,8.3,8.3,8.3,10.0
V6B 2M4,Vancouver,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6W 1A3,Richmond,BC,,0.0,9.0,,,,,9.0
02098,West Roxbury,MA,7.0,7.0,7.0,,7.0,7.0,7.0,7.0
V5C 6N4,Burnaby,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V5L 3A2,Vancouver,BC,8.0,8.0,,,8.0,8.0,8.0,8.0
V6B 6M3,Vancouver,BC,5.3,5.3,6.0,6.3,5.3,5.3,5.3,6.3
V3B 5Y9,Port coquitlam,BC,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
V5L 2T5,Vancouver,BC,10.0,0.0,10.0,9.0,10.0,10.0,10.0,10.0
V6X 1K4,Richmond,BC,,,,,,,,
02145,Somerville,MA,14.0,11.3,12.0,14.0,16.0,16.3,16.3,15.3
02189,Weymouth,MA,16.0,14.0,12.0,12.0,14.0,14.0,14.0,13.0
02458,Newton,MA,14.0,11.3,14.0,14.0,16.0,16.0,16.0,15.0
30354,Atlanta,GA,11.3,11.0,11.3,17.0,12.0,11.0,11.0,11.3
78760,Austin,TX,9.0,9.0,10.0,,9.0,9.0,9.0,10.0
97227,Portland,OR,16.0,12.0,15.0,15.0,16.0,16.0,16.0,16.0
V3J 1N7,Coquitlam,BC,17.3,17.3,17.3,12.0,17.3,17.3,17.3,17.3
V5H 1Y5,Burnaby,BC,17.0,10.0,17.0,17.0,17.0,17.0,17.0,17.0
V5T 0C1,Vancouver,BC,11.3,9.0,11.3,11.3,11.3,11.3,11.3,11.3
V5Z 1H9,Vancouver,BC,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
01754,Maynard,MA,12.0,,11.0,11.0,12.0,,12.0,12.0
V6M 3W9,Vancouver,BC,,,,,,,,
V6X 3X9,Richmond,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V3W 0M6,Surrey,BC,9.0,9.0,10.0,,9.0,9.0,9.0,10.0
V5T 1W3,Vancouver,BC,9.0,9.0,11.0,12.0,9.0,9.0,9.0,12.0
V6H 3G7,Vancouver,BC,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
V7V 1J5,West Vancouver,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
30032,Stone Mountain,GA,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5Z 1J8,Vancouver,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V6E 4P6,Vancouver,BC,7.0,7.0,,,7.0,7.0,7.0,7.0
V6P 0G8,Vancouver,BC,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
V6Z 2L4,Vancouver,BC,8.3,8.3,10.0,10.0,8.3,8.3,8.3,10.0
V7J 2P1,North Vancouver,BC,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
V6B 3W5,Vancouver,BC,,,,,,,,
V6J 4Y6,Vancouver,BC,8.0,8.0,10.0,10.0,8.0,8.0,8.0,10.0
V7M 1R5,North Vancouver,BC,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0
97217,"Portland, OR",OR,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
V7P 2S1,North Vancouver,BC,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0
33896,Loughman,FL,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0
97035,Lake Oswego,AZ,11.0,11.0,,,11.0,11.0,11.0,11.0
V3M 2A4,New Westminster,BC,,,,,,,,
V3B 1B5,Port Coquitlam,BC,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
01901,Lynn,MA,12.0,11.0,12.0,13.0,12.0,12.0,12.0,12.0
30334,Atlanta,GA,8.0,8.0,7.0,0.0,8.0,8.0,8.0,8.0
V3W 3N3,Surrey,BC,17.0,17.0,17.0,17.0,17.0,10.0,17.0,17.0
V5C 2H9,Burnaby,BC,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
V5E 1E5,Burnaby,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6K 2E4,Vancouver,BC,11.3,11.3,11.3,11.3,11.3,11.3,14.0,11.3
V6X 1A4,Richmond,BC,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3
V7J 3V8,North Vancouver,BC,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0
V5L 1V4,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6A 2W1,Vancouver,BC,12.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0
V6H 1A6,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V6T 2H9,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V7J 0A1,North Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V7P 1B7,North Vancouver,BC,9.0,9.0,0.0,0.0,9.0,9.0,9.0,9.0
01702,FRAMINGHAM,MA,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0
V5H 1Y7,Burnaby,BC,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
V6V,Richmond,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
V6X 3A3,Richmond,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V5A 4H1,Burnaby,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5G 3H5,Burnaby,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V7N 3X9,North Vancouver,BC,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0
V7Y 1E8,Vancouver,BC,10.0,10.0,10.0,11.0,10.0,10.0,10.0,11.0
V5K 1Z9,Vancouver,BC,12.0,12.0,12.0,14.0,12.0,12.0,12.0,12.0
V5Y 0J7,Vancouver,BC,9.0,9.0,10.0,,9.0,9.0,9.0,10.0
V5Z 4R4,Vancouver,BC,9.0,0.0,8.0,8.0,8.0,7.0,7.0,9.0
V7A 1V9,Richmond,BC,8.0,8.0,8.0,,7.0,7.0,8.0,8.0
V7J 3P2,North Vancouver,BC,10.0,7.3,11.0,11.0,10.0,11.0,11.0,11.0
,Orlando,FL,4.0,4.0,4.0,,4.0,4.0,4.0,4.0
02215,Boston-Fenway,MA,11.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0
V6R 3S2,Vancouver,BC,10.0,,10.0,,10.0,10.0,10.0,10.0
,Atlanta,GA,,,,,,,,
V6K 1K8,Vancouver,BC,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
V7A 4V5,Richmond,BC,9.3,9.3,9.3,,9.3,9.3,9.3,9.3
V7H 1A7,North Vancouver,BC,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
V5Z 1M9,Vancouver,BC,,,,,,,,
V6C 1K7,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V6V 1Y9,Richmond,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
01730,Bedford,MA,15.0,15.0,14.0,17.0,16.0,16.0,15.0,15.0
02421,Lexington,MA,13.3,13.0,12.0,17.0,13.3,13.0,13.3,13.3
30030,Decatur,GA,16.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0
32839,ORLANDO,FL,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
78724,Austin,TX,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0
97229,Portland,OR,14.0,11.3,12.0,13.0,13.0,14.3,14.0,13.3
V4C 6P7,Delta,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5V 3N9,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V5Z 4C2,Vancouver,BC,17.0,7.0,17.0,17.0,17.0,17.0,17.0,17.0
32780,Brevard County,FL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43137,Lockbourne,OH,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
43216,Columbus,OH,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3
V5K 1Z2,Vancouver,BC,11.0,11.0,11.0,10.3,11.0,11.0,11.0,11.0
V6C 1N5,Vancouver,BC,11.0,11.0,11.0,10.0,13.0,11.0,11.0,13.0
V6G 3K8,Vancouver,BC,9.3,9.3,9.3,10.0,9.3,9.3,9.3,10.0
34760,Oakland,FL,10.0,7.0,10.0,7.0,10.0,10.0,10.0,10.0
97242,Portland,OR,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
V5X 2R1,Vancouver,BC,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0
V7N 3J3,North Vancouver,BC,16.3,17.0,16.3,17.0,16.3,16.3,16.3,17.0
V3T 2T8,Surrey,BC,7.0,7.0,7.0,9.0,7.0,7.0,7.0,9.0
V3V 3P5,Surrey,BC,6.0,6.0,,,6.0,6.0,6.0,6.0
V5E 1E1,Burnaby,BC,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
V5J 5A6,Burnaby,BC,,,,,,,,
V6C 1T1,Vancouver,BC,9.0,9.0,9.0,10.0,9.0,9.3,9.0,9.3
V3K 1C8,Coquitlam,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5M 2G2,Vancouver,BC,10.0,10.0,,,10.0,10.0,10.0,10.0
V5P 3T9,Vancouver,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
V5T 0B4,Vancouver,BC,16.0,14.0,14.0,14.0,16.0,14.0,16.0,16.0
V5T 1E1,Vancouver,BC,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
V5Z 1J9,Vancouver,BC,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
V3K 5L4,Coquitlam,BC,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
97206,Prontland,OR,8.0,0.0,,,8.0,8.0,8.0,8.0
V6Z 2W7,Vancouver,BC,,,,,,,,
98685,Felida,WA,10.0,0.0,9.0,11.0,10.0,10.0,10.0,11.0
V7A 5J9,Richmond,BC,10.0,10.0,10.0,12.0,10.0,10.0,10.0,12.0
V5G 2G4,Burnaby,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02128,BOSTON LOGAN AP,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V5V 4C3,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V5X 2P7,Vancouver,BC,11.0,0.0,16.0,16.0,11.0,20.3,11.0,20.3
V6B 3K3,Vancouver,BC,11.3,11.3,15.0,15.0,11.3,11.3,11.3,15.0
V5N 5Z4,Vancouver,BC,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
V6X 1B3,Richmond,BC,,,,,,,,
V6C 3R2,Vancouver,BC,7.0,7.0,,,7.0,7.0,7.0,7.0
02184,Braintee,MA,8.3,,8.3,,8.3,8.3,8.3,8.3
V6Z 1B0,Vancouver,BC,,,,,,,,
V7C 0B8,Richmond,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
43002,Amlin,OH,8.0,0.0,8.0,,8.0,8.0,8.0,8.0
V5S 3T0,Vancouver,BC,9.0,9.0,9.0,12.0,9.0,9.0,9.0,12.0
V6B 1B3,Vancouver,BC,,,,,,,,
V6K 4S8,Vancouver,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
01906,Boston,MA,,,20.0,,,,,20.0
02124,Dorchester,MA,16.0,15.0,12.0,12.0,16.0,15.0,15.0,15.0
43235,Columbus,OH,12.0,12.0,12.0,13.0,14.0,14.0,14.0,12.0
80027,Superior,CO,11.0,10.3,11.0,12.0,12.0,11.0,12.0,12.0
97233,Rockwood,OR,8.0,8.3,8.0,8.0,8.0,8.0,8.0,8.3
V3E 0B3,Coquitlam,BC,10.0,0.0,,,,,10.0,10.0
V6B 4Y2,Vancouver,BC,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
V6B 5C6,Vancouver,BC,11.3,11.3,11.3,12.0,11.3,11.3,11.3,11.3
V6B 6N9,Vancouver,BC,13.0,12.0,12.0,13.0,14.3,14.45,13.0,13.0
V6H 1C4,Vancouver,BC,11.0,,11.0,,11.0,11.0,11.0,11.0
V6X 2B8,Richmond,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V7G 1L2,North Vancouver,BC,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
V5H 2H9,Burnaby,BC,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0
V5V 3P6,Vancouver,BC,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
V6B 3L4,Vancouver,BC,8.0,0.0,8.0,,8.0,8.0,8.0,8.0
V6G 2L7,Vancouver,BC,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
V6H,Vancouver,BC,11.3,11.3,11.0,11.0,11.3,11.3,11.3,11.3
V6G 3E3,Vancouver,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V6G 3L3,Vancouver,BC,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0
V7L 2N4,North Vancouver,BC,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0
V7M 2H7,North Vancouver,BC,10.0,10.0,,11.0,10.0,10.0,10.0,11.0
30337,Concourse C,GA,,,,,,,,
V3H 4S3,Belcarra,BC,11.0,,11.0,,,,,11.0
V3J 3R3,Coquitlam,BC,11.0,11.0,11.0,16.0,11.0,11.0,11.0,11.0
V5H,Vancouver,BC,9.0,0.0,9.0,,9.0,9.0,9.0,9.0
V5X 4V8,Vancouver,BC,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
V3N 3M4,Burnaby,BC,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
V3V 4B5,Surrey,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V5T 3G7,Vancouver,BC,15.3,16.3,12.0,12.0,16.3,16.3,16.3,16.3
V6H 4A7,Vancouver,BC,9.0,9.0,7.3,7.3,9.0,9.0,9.0,9.0
V6V 1C4,Richmond,BC,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3
V5N 3G2,Vancouver,BC,,,,,,,,
V6B 6A3,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V3N 4T2,Burnaby,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V3W 0A6,Surrey,BC,9.0,9.0,9.0,12.0,9.0,9.0,9.0,12.0
32747,Lake Monroe,FL,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V5T 2G8,Vancouver,BC,,,,,,,,
V6J 0B3,Vancouver,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6B 3A7,Vancouver,BC,,,,,,,,
V6M 3V2,Vancouver,BC,,,,,,,,
34741,Kissimee,FL,10.0,,9.0,,10.0,10.0,10.0,10.0
97024,Portland,OR,11.0,11.0,11.0,,11.0,11.0,11.0,11.0
V7B 1K8,Richmond,BC,8.0,8.0,,,8.0,8.0,8.0,8.0
V5H 4J9,Burnaby,BC,10.0,10.0,10.0,,10.0,10.0,10.0,10.0
V7C 1T4,Richmond,BC,12.0,,12.0,12.0,12.0,12.0,12.0,12.0
32746,Lake Mary,FL,15.0,13.0,12.0,13.0,15.0,15.0,15.0,14.0
34744,Kissimmee,FL,11.3,11.0,12.0,12.0,11.0,11.0,11.3,11.3
78745,Austin,TX,12.0,11.0,12.0,13.0,13.0,12.0,13.0,12.0
98663,Vancouver,WA,11.0,11.0,11.0,13.0,11.0,11.0,13.0,12.0
V5P 3W6,Vancouver,BC,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
V6P 5A1,Vancouver,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
30076,Roswell,GA,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0
V5E 1E9,Burnaby,BC,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
V5E 1G3,Burnaby,BC,10.0,10.0,10.0,,10.0,11.0,11.0,11.0
V5L 3X6,Vancouver,BC,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0
V6V 1J4,Richmond,BC,10.0,10.0,10.0,12.0,10.0,10.0,10.0,11.0
V6X 3A9,Richmond,BC,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
43103,Ashville,OH,16.0,16.0,16.0,12.0,16.0,16.0,16.0,16.0
V3R 0C2,Surrey,BC,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0
V5W 3A6,Vancouver,BC,11.0,11.0,9.0,11.0,11.0,11.0,11.0,11.0
V6J 1Z4,Vancouver,BC,11.0,11.0,11.0,8.0,11.0,11.0,11.0,11.0
V7C 5V2,Richmond,BC,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
V7E 2Z7,Richmond,BC,,9.3,9.3,9.3,9.3,9.3,9.3,9.3
V7N 3X3,North Vancouver,BC,16.3,11.0,16.3,16.3,16.3,11.0,16.3,16.3
78746,Austin - Westlake Hills,TX,9.0,0.0,8.0,10.0,8.0,8.0,8.0,10.0
V6G 2S3,Vancouver,BC,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
V6K 2H1,Vancouver,BC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
V7M 0E9,North Vancouver,BC,9.0,8.3,9.0,,8.3,8.3,8.3,9.0
02155,medford,MA,11.0,0.0,8.0,0.0,11.0,15.0,11.0,15.0
V7M 2H1,North Vancouver,BC,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
V0R 1X7,Vancouver,BC,11.0,12.0,11.0,12.0,11.0,11.0,11.0,12.0
V5B 1M3,Port Coquitlam,BC,8.0,8.0,,,8.0,8.0,8.0,8.0
02127,Melrose,MA,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
32823,Orlando,FL,17.0,,17.0,17.0,,,,17.0
V6B 1S9,Vancouver,BC,9.0,9.0,9.0,,9.0,9.0,9.0,9.0
V6E 1H6,Vancouver,BC,,,,,,,,
02025,Hull,MA,,,,,,,,
V7R 4J1,Vancouver,BC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
V3C 2W5,Port Coquitlam,BC,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
